timestamp,original_path,segment_index,saved_image_path,predicted_char,corrected_char
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,77,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_077_20260427_155709.png,N,N
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,78,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_078_20260427_155709.png,D,D
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,79,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_079_20260427_155709.png,R,P
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,80,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_080_20260427_155709.png,N,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,81,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_081_20260427_155709.png,A,C
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,82,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_082_20260427_155709.png,K,K
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,83,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_083_20260427_155709.png,I,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,84,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_084_20260427_155709.png,N,N
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,85,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_085_20260427_155709.png,G,G
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,86,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_086_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,87,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_087_20260427_155709.png,H,H
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,88,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_088_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,89,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_089_20260427_155709.png,D,D
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,90,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_090_20260427_155709.png,N,A
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,91,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_091_20260427_155709.png,N,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,92,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_092_20260427_155709.png,S,S
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,93,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_093_20260427_155709.png,I,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,94,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_094_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,95,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_095_20260427_155709.png,S,S
